0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.034286,0,0.076076,0,0,0,0,0,0.067407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.061905,0,0
0,0.19363,0.061905,0.14286,0,0.060317,0.18627,0.13333,0,0.1829,0.095,0,0.128,0.23467,0.23714,0.18095,0.52653,0.2451,0.17371,0.13333,0.27451,0.20114,0.32667,0.069333,0.16209,0.39216,0.095,0.28,0.095385,0.15556,0,0.16533,0.14762,0.14286,0.061905,0.093137,0.22,0,0.125,0.21111,0.125,0.090476,0.23158,0.14286,0,0.14286,0.065823,0.26316,0.06701,0.26667,0,0
0.11261,0.35159,0.32857,0.25143,0.16634,0.13968,0.36765,0.336,0.10133,0.65323,0.25,0.16533,0.47467,0.46933,0.65714,0.47619,1.0771,0.46078,0.40229,0.368,0.46078,0.34286,0.84519,0.26667,0.36078,0.74248,0.375,0.72,0.32615,0.38333,0.19,0.336,0.50476,0.28571,0.18095,0.2451,0.405,0.0775,0.405,0.41667,0.405,0.3,0.42632,0.28571,0.345,0.32,0.25316,0.52632,0.25773,0.68571,0.23007,0.112
0.42342,0.54013,0.59524,0.42857,0.35347,0.31746,0.51961,0.53333,0.23467,1.199,0.375,0.23467,2.7627,0.86933,0.97143,0.92381,1.8899,0.76471,0.68571,0.63467,0.70588,0.71314,1.1044,0.50133,0.55425,0.98824,1.25,1.5,0.61538,0.625,0.345,0.50133,0.74286,0.42857,0.38571,0.64216,0.815,0.11,0.69,0.76667,0.72,0.41905,0.68947,0.39429,1.047,0.42857,0.78987,0.65789,1.7062,1.9048,0.52288,0.464
